datetime,height
2024-01-25 10:11:00-03:00,0.5
2024-01-25 16:45:00-03:00,2.3
2024-01-25 22:45:00-03:00,0.3
2024-01-26 05:06:00-03:00,2.1
2024-01-26 10:47:00-03:00,0.4
2024-01-26 17:15:00-03:00,2.3
2024-01-26 23:15:00-03:00,0.3
2024-01-27 05:39:00-03:00,2.1
2024-01-27 11:19:00-03:00,0.4
2024-01-27 17:49:00-03:00,2.3
2024-01-27 23:49:00-03:00,0.3
2024-01-28 06:08:00-03:00,2.1
2024-01-28 11:53:00-03:00,0.4
2024-01-28 18:17:00-03:00,2.2
2024-01-29 00:19:00-03:00,0.4
2024-01-29 06:39:00-03:00,2.1
2024-01-29 12:23:00-03:00,0.5
2024-01-29 18:49:00-03:00,2.2
2024-01-30 00:51:00-03:00,0.4
2024-01-30 07:09:00-03:00,2.0
2024-01-30 12:56:00-03:00,0.6
2024-01-30 19:19:00-03:00,2.1
2024-01-31 01:21:00-03:00,0.5
2024-01-31 07:47:00-03:00,1.9
2024-01-31 13:28:00-03:00,0.7
2024-01-31 19:56:00-03:00,2.0
2024-02-01 01:56:00-03:00,0.6
2024-02-01 08:24:00-03:00,1.9
2024-02-01 14:06:00-03:00,0.7
2024-02-01 20:39:00-03:00,1.8
2024-02-02 02:38:00-03:00,0.7
2024-02-02 09:11:00-03:00,1.8
2024-02-02 14:58:00-03:00,0.8
2024-02-02 21:34:00-03:00,1.7
2024-02-03 03:32:00-03:00,0.8
2024-02-03 10:11:00-03:00,1.7
2024-02-03 16:09:00-03:00,0.9
2024-02-03 22:47:00-03:00,1.7
2024-02-04 04:54:00-03:00,0.9
2024-02-04 11:28:00-03:00,1.7
2024-02-04 17:49:00-03:00,0.9
2024-02-05 00:15:00-03:00,1.7
2024-02-05 06:23:00-03:00,0.8
2024-02-05 12:47:00-03:00,1.8
2024-02-05 19:08:00-03:00,0.7
2024-02-06 01:36:00-03:00,1.8
2024-02-06 07:30:00-03:00,0.7
2024-02-06 13:54:00-03:00,2.0
2024-02-06 20:06:00-03:00,0.5
2024-02-07 02:38:00-03:00,2.0
2024-02-07 08:23:00-03:00,0.5
2024-02-07 14:51:00-03:00,2.2
2024-02-07 20:56:00-03:00,0.3
2024-02-08 03:30:00-03:00,2.1
2024-02-08 09:09:00-03:00,0.4
2024-02-08 15:41:00-03:00,2.4
2024-02-08 21:43:00-03:00,0.1
2024-02-09 04:15:00-03:00,2.3
2024-02-09 09:56:00-03:00,0.2
2024-02-09 16:26:00-03:00,2.5
2024-02-09 22:24:00-03:00,0.0
2024-02-10 05:00:00-03:00,2.4
2024-02-10 10:41:00-03:00,0.1
2024-02-10 17:11:00-03:00,2.6
2024-02-10 23:08:00-03:00,-0.1
2024-02-11 05:43:00-03:00,2.4
2024-02-11 11:23:00-03:00,0.0
2024-02-11 17:54:00-03:00,2.6
2024-02-11 23:53:00-03:00,-0.1
2024-02-12 06:24:00-03:00,2.4
2024-02-12 12:06:00-03:00,0.1
2024-02-12 18:39:00-03:00,2.6
2024-02-13 00:36:00-03:00,0.0
2024-02-13 07:06:00-03:00,2.3
2024-02-13 12:51:00-03:00,0.2
2024-02-13 19:23:00-03:00,2.4
2024-02-14 01:17:00-03:00,0.2
2024-02-14 07:51:00-03:00,2.2
2024-02-14 13:36:00-03:00,0.3
2024-02-14 20:09:00-03:00,2.2
2024-02-15 02:02:00-03:00,0.4
2024-02-15 08:38:00-03:00,2.0
2024-02-15 14:26:00-03:00,0.5
2024-02-15 21:02:00-03:00,2.0
2024-02-16 02:56:00-03:00,0.7
2024-02-16 09:34:00-03:00,1.9
2024-02-16 15:32:00-03:00,0.7
2024-02-16 22:08:00-03:00,1.8
2024-02-17 04:06:00-03:00,0.8
2024-02-17 10:47:00-03:00,1.8
2024-02-17 17:08:00-03:00,0.8
2024-02-17 23:36:00-03:00,1.7
2024-02-18 05:45:00-03:00,0.9
2024-02-18 12:11:00-03:00,1.8
2024-02-18 18:45:00-03:00,0.8
2024-02-19 01:02:00-03:00,1.7
2024-02-19 07:06:00-03:00,0.9
2024-02-19 13:30:00-03:00,1.9
2024-02-19 19:51:00-03:00,0.7
2024-02-20 02:09:00-03:00,1.8
2024-02-20 08:02:00-03:00,0.8
2024-02-20 14:26:00-03:00,2.0
2024-02-20 20:39:00-03:00,0.5
2024-02-21 03:00:00-03:00,1.9
2024-02-21 08:47:00-03:00,0.6
2024-02-21 15:09:00-03:00,2.1
2024-02-21 21:15:00-03:00,0.4
2024-02-22 03:39:00-03:00,2.0
2024-02-22 09:21:00-03:00,0.5
2024-02-22 15:51:00-03:00,2.2
2024-02-22 21:51:00-03:00,0.3
2024-02-23 04:11:00-03:00,2.1
2024-02-23 09:54:00-03:00,0.4
2024-02-23 16:23:00-03:00,2.3
2024-02-23 22:19:00-03:00,0.3
2024-02-24 04:45:00-03:00,2.2
2024-02-24 10:24:00-03:00,0.4
2024-02-24 16:54:00-03:00,2.3
2024-02-24 22:51:00-03:00,0.3
2024-02-25 05:11:00-03:00,2.2
2024-02-25 10:54:00-03:00,0.3
2024-02-25 17:23:00-03:00,2.3
2024-02-25 23:17:00-03:00,0.3
2024-02-26 05:41:00-03:00,2.2
2024-02-26 11:23:00-03:00,0.3
2024-02-26 17:51:00-03:00,2.3
2024-02-26 23:47:00-03:00,0.3
2024-02-27 06:08:00-03:00,2.2
2024-02-27 11:53:00-03:00,0.4
2024-02-27 18:19:00-03:00,2.2
2024-02-28 00:11:00-03:00,0.4
2024-02-28 06:38:00-03:00,2.1
2024-02-28 12:19:00-03:00,0.5
2024-02-28 18:47:00-03:00,2.1
2024-02-29 00:41:00-03:00,0.5
2024-02-29 07:06:00-03:00,2.0
2024-02-29 12:51:00-03:00,0.5
2024-02-29 19:19:00-03:00,2.0
2024-03-01 01:09:00-03:00,0.6
2024-03-01 07:41:00-03:00,1.9
2024-03-01 13:23:00-03:00,0.6
2024-03-01 19:58:00-03:00,1.9
2024-03-02 01:47:00-03:00,0.7
2024-03-02 08:23:00-03:00,1.9
2024-03-02 14:08:00-03:00,0.8
2024-03-02 20:51:00-03:00,1.8
2024-03-03 02:36:00-03:00,0.8
2024-03-03 09:17:00-03:00,1.8
2024-03-03 15:17:00-03:00,0.9
2024-03-03 22:00:00-03:00,1.7
2024-03-04 04:00:00-03:00,0.9
2024-03-04 10:38:00-03:00,1.7
2024-03-04 17:15:00-03:00,0.9
2024-03-04 23:41:00-03:00,1.6
2024-03-05 05:58:00-03:00,0.9
2024-03-05 12:13:00-03:00,1.8
2024-03-05 18:51:00-03:00,0.7
2024-03-06 01:17:00-03:00,1.8
2024-03-06 07:11:00-03:00,0.7
2024-03-06 13:34:00-03:00,2.0
2024-03-06 19:51:00-03:00,0.5
2024-03-07 02:23:00-03:00,2.0
2024-03-07 08:06:00-03:00,0.5
2024-03-07 14:34:00-03:00,2.2
2024-03-07 20:39:00-03:00,0.3
2024-03-08 03:11:00-03:00,2.2
2024-03-08 08:54:00-03:00,0.3
2024-03-08 15:23:00-03:00,2.4
2024-03-08 21:21:00-03:00,0.1
2024-03-09 03:56:00-03:00,2.4
2024-03-09 09:38:00-03:00,0.1
2024-03-09 16:08:00-03:00,2.6
2024-03-09 22:04:00-03:00,-0.1
2024-03-10 04:39:00-03:00,2.5
2024-03-10 10:19:00-03:00,0.0
2024-03-10 16:53:00-03:00,2.7
2024-03-10 22:47:00-03:00,-0.1
2024-03-11 05:19:00-03:00,2.5
2024-03-11 11:00:00-03:00,-0.1
2024-03-11 17:36:00-03:00,2.7
2024-03-11 23:26:00-03:00,-0.1
2024-03-12 05:58:00-03:00,2.5
2024-03-12 11:43:00-03:00,0.0
2024-03-12 18:17:00-03:00,2.6
2024-03-13 00:06:00-03:00,0.1
2024-03-13 06:39:00-03:00,2.4
2024-03-13 12:24:00-03:00,0.1
2024-03-13 19:00:00-03:00,2.4
2024-03-14 00:49:00-03:00,0.3
2024-03-14 07:21:00-03:00,2.2
2024-03-14 13:08:00-03:00,0.3
2024-03-14 19:45:00-03:00,2.2
2024-03-15 01:30:00-03:00,0.5
2024-03-15 08:04:00-03:00,2.0
2024-03-15 14:00:00-03:00,0.5
2024-03-15 20:38:00-03:00,1.9
2024-03-16 02:19:00-03:00,0.7
2024-03-16 08:58:00-03:00,1.9
2024-03-16 15:06:00-03:00,0.7
2024-03-16 21:43:00-03:00,1.7
2024-03-17 03:32:00-03:00,0.9
2024-03-17 10:11:00-03:00,1.7
2024-03-17 16:51:00-03:00,0.8
2024-03-17 23:09:00-03:00,1.6
2024-03-18 05:24:00-03:00,1.0
2024-03-18 11:47:00-03:00,1.7
2024-03-18 18:24:00-03:00,0.8
2024-03-19 00:45:00-03:00,1.7
2024-03-19 06:49:00-03:00,0.9
2024-03-19 13:04:00-03:00,1.8
2024-03-19 19:26:00-03:00,0.7
2024-03-20 01:49:00-03:00,1.8
2024-03-20 07:43:00-03:00,0.8
2024-03-20 14:02:00-03:00,2.0
2024-03-20 20:11:00-03:00,0.6
2024-03-21 02:34:00-03:00,1.9
2024-03-21 08:21:00-03:00,0.6
2024-03-21 14:47:00-03:00,2.1
2024-03-21 20:49:00-03:00,0.5
2024-03-22 03:08:00-03:00,2.0
2024-03-22 08:56:00-03:00,0.5
2024-03-22 15:21:00-03:00,2.2
2024-03-22 21:19:00-03:00,0.4
2024-03-23 03:43:00-03:00,2.1
2024-03-23 09:26:00-03:00,0.4
2024-03-23 15:56:00-03:00,2.3
2024-03-23 21:51:00-03:00,0.3
2024-03-24 04:11:00-03:00,2.2
2024-03-24 09:56:00-03:00,0.3
2024-03-24 16:24:00-03:00,2.3
2024-03-24 22:17:00-03:00,0.3
2024-03-25 04:43:00-03:00,2.2
2024-03-25 10:24:00-03:00,0.3
2024-03-25 16:54:00-03:00,2.3
2024-03-25 22:45:00-03:00,0.3
2024-03-26 05:09:00-03:00,2.2
2024-03-26 10:54:00-03:00,0.3
2024-03-26 17:23:00-03:00,2.3
2024-03-26 23:09:00-03:00,0.3
2024-03-27 05:38:00-03:00,2.2
2024-03-27 11:21:00-03:00,0.3
2024-03-27 17:51:00-03:00,2.2
2024-03-27 23:39:00-03:00,0.4
2024-03-28 06:04:00-03:00,2.2
2024-03-28 11:51:00-03:00,0.4
2024-03-28 18:19:00-03:00,2.1
2024-03-29 00:06:00-03:00,0.5
2024-03-29 06:36:00-03:00,2.1
2024-03-29 12:21:00-03:00,0.5
2024-03-29 18:54:00-03:00,2.0
2024-03-30 00:39:00-03:00,0.6
2024-03-30 07:09:00-03:00,2.0
2024-03-30 12:58:00-03:00,0.6
2024-03-30 19:34:00-03:00,1.9
2024-03-31 01:15:00-03:00,0.7
2024-03-31 07:54:00-03:00,1.9
2024-03-31 13:47:00-03:00,0.7
2024-03-31 20:26:00-03:00,1.8
2024-04-01 02:08:00-03:00,0.8
2024-04-01 08:53:00-03:00,1.8
2024-04-01 15:02:00-03:00,0.8
2024-04-01 21:41:00-03:00,1.7
2024-04-02 03:41:00-03:00,0.9
2024-04-02 10:09:00-03:00,1.8
2024-04-02 17:00:00-03:00,0.8
2024-04-02 23:23:00-03:00,1.7
2024-04-03 05:38:00-03:00,0.9
2024-04-03 11:49:00-03:00,1.8
2024-04-03 18:26:00-03:00,0.6
2024-04-04 00:54:00-03:00,1.8
2024-04-04 06:51:00-03:00,0.7
2024-04-04 13:09:00-03:00,2.0
2024-04-04 19:23:00-03:00,0.4
2024-04-05 01:56:00-03:00,2.0
2024-04-05 07:43:00-03:00,0.5
2024-04-05 14:09:00-03:00,2.3
2024-04-05 20:11:00-03:00,0.2
2024-04-06 02:47:00-03:00,2.2
2024-04-06 08:28:00-03:00,0.2
2024-04-06 15:00:00-03:00,2.5
2024-04-06 20:56:00-03:00,0.1
2024-04-07 03:30:00-03:00,2.4
2024-04-07 09:11:00-03:00,0.1
2024-04-07 15:47:00-03:00,2.6
2024-04-07 21:38:00-03:00,0.0
2024-04-08 04:11:00-03:00,2.5
2024-04-08 09:56:00-03:00,0.0
2024-04-08 16:30:00-03:00,2.6
2024-04-08 22:17:00-03:00,0.0
2024-04-09 04:54:00-03:00,2.5
2024-04-09 10:38:00-03:00,0.0
2024-04-09 17:13:00-03:00,2.6
2024-04-09 23:00:00-03:00,0.0
2024-04-10 05:34:00-03:00,2.5
2024-04-10 11:19:00-03:00,0.0
2024-04-10 17:56:00-03:00,2.4
2024-04-10 23:39:00-03:00,0.2
2024-04-11 06:13:00-03:00,2.3
2024-04-11 12:02:00-03:00,0.2
2024-04-11 18:39:00-03:00,2.3
2024-04-12 00:21:00-03:00,0.4
2024-04-12 06:54:00-03:00,2.2
2024-04-12 12:49:00-03:00,0.4
2024-04-12 19:24:00-03:00,2.1
2024-04-13 01:04:00-03:00,0.6
2024-04-13 07:39:00-03:00,2.0
2024-04-13 13:41:00-03:00,0.6
2024-04-13 20:15:00-03:00,1.8
2024-04-14 01:54:00-03:00,0.8
2024-04-14 08:32:00-03:00,1.9
2024-04-14 14:49:00-03:00,0.7
2024-04-14 21:19:00-03:00,1.7
2024-04-15 03:06:00-03:00,0.9
2024-04-15 09:41:00-03:00,1.8
2024-04-15 16:21:00-03:00,0.8
2024-04-15 22:41:00-03:00,1.6
2024-04-16 04:47:00-03:00,1.0
2024-04-16 11:06:00-03:00,1.7
2024-04-16 17:47:00-03:00,0.8
2024-04-17 00:02:00-03:00,1.7
2024-04-17 06:06:00-03:00,0.9
2024-04-17 12:24:00-03:00,1.8
2024-04-17 18:47:00-03:00,0.7
2024-04-18 01:06:00-03:00,1.8
2024-04-18 07:02:00-03:00,0.8
2024-04-18 13:23:00-03:00,1.9
2024-04-18 19:32:00-03:00,0.6
2024-04-19 01:54:00-03:00,1.9
2024-04-19 07:47:00-03:00,0.7
2024-04-19 14:06:00-03:00,2.0
2024-04-19 20:08:00-03:00,0.5
2024-04-20 02:32:00-03:00,2.0
2024-04-20 08:21:00-03:00,0.6
2024-04-20 14:47:00-03:00,2.1
2024-04-20 20:43:00-03:00,0.4
2024-04-21 03:04:00-03:00,2.1
2024-04-21 08:54:00-03:00,0.5
2024-04-21 15:21:00-03:00,2.2
2024-04-21 21:11:00-03:00,0.4
2024-04-22 03:39:00-03:00,2.2
2024-04-22 09:24:00-03:00,0.4
2024-04-22 15:54:00-03:00,2.2
2024-04-22 21:41:00-03:00,0.3
2024-04-23 04:08:00-03:00,2.2
2024-04-23 09:54:00-03:00,0.3
2024-04-23 16:24:00-03:00,2.2
2024-04-23 22:09:00-03:00,0.3
2024-04-24 04:39:00-03:00,2.3
2024-04-24 10:23:00-03:00,0.3
2024-04-24 16:56:00-03:00,2.2
2024-04-24 22:39:00-03:00,0.3
2024-04-25 05:06:00-03:00,2.2
2024-04-25 10:56:00-03:00,0.3
2024-04-25 17:26:00-03:00,2.2
2024-04-25 23:09:00-03:00,0.4
2024-04-26 05:38:00-03:00,2.2
2024-04-26 11:28:00-03:00,0.4
2024-04-26 18:00:00-03:00,2.1
2024-04-26 23:43:00-03:00,0.5
2024-04-27 06:11:00-03:00,2.1
2024-04-27 12:04:00-03:00,0.4
2024-04-27 18:39:00-03:00,2.0
2024-04-28 00:19:00-03:00,0.6
2024-04-28 06:53:00-03:00,2.1
2024-04-28 12:49:00-03:00,0.5
2024-04-28 19:24:00-03:00,1.9
2024-04-29 01:04:00-03:00,0.7
2024-04-29 07:39:00-03:00,2.0
2024-04-29 13:45:00-03:00,0.6
2024-04-29 20:21:00-03:00,1.8
2024-04-30 02:08:00-03:00,0.8
2024-04-30 08:41:00-03:00,1.9
2024-04-30 15:06:00-03:00,0.7
2024-04-30 21:38:00-03:00,1.7
